Station,Year,region,PC1_tmin,PC2_tmin,PC3_tmin
USC00417232,2007,Central,-7.508844391024866,0.19197744552763396,1.419539581123491
USC00417232,2008,Central,-10.055713841707068,-0.1842439410068728,0.2766794879925065
USC00417232,2009,Central,-7.396989846150532,0.9590705496948324,-1.988150550558494
USC00417232,2010,Central,-9.927355336165874,-1.030819973003986,-2.550225755553196
USC00417232,2011,Central,-7.302445988807239,-0.877986132471797,-0.785806583399502
USC00417232,2012,Central,-3.260501610317224,2.8223249884431283,0.16326616744910538
USC00417232,2013,Central,-8.344431396995027,1.827952940820861,0.32615164170176314
USC00417232,2014,Central,-7.899380660710602,-4.142180283653563,5.121328052703202
USC00417232,2015,Central,-7.089806247875622,-1.1621385014849182,-2.005628749598465
USC00417232,2016,Central,-2.9409928906305964,-0.3156733506097922,0.8768845826950091
USC00417232,2017,Central,-3.7982834542747135,4.3008547671390716,0.8044744129588643
USC00417232,2018,Central,-8.096353056162222,-1.3972256627919677,-1.3607907720812698
USC00417232,2019,Central,-8.264268212589169,2.686640398099872,-1.0904288048658408
USC00417232,2021,Central,-7.059683987267,-3.799410245651085,4.3035715766238525
USC00417262,1980,West,-1.759493540864483,-4.060225745801496,-3.575555907319366
USC00417262,1981,West,0.8395176301251084,-0.8732559732866605,-1.6133950300972835
USC00417262,1982,West,1.0603525507853249,-1.3597960238644653,-2.4482692468379526
USC00417262,1983,West,-1.2069157706730707,-1.567113522517399,-2.569363615136428
USC00417262,1984,West,-0.7142183534796018,-2.581914342958701,2.735060381123901
USC00417262,1985,West,0.054869129088963575,0.8854562573699241,-2.590077127963898
USC00417262,1986,West,3.251117420995527,0.14051488105656063,-1.3650184979436446
USC00417262,1987,West,-1.6743189146540658,-1.4614954761982553,-2.368159988753934
USC00417262,1988,West,0.04473809294444209,-2.435124858072257,-1.918124895208475
USC00417262,1989,West,2.4977009531814076,0.6701455052088576,-3.2555166036138203
USC00417262,1990,West,4.530846634326643,-1.128009929030437,-2.7813615915302563
USC00417262,1991,West,3.2894753895746405,-0.22769843458933892,1.0623984025067514
USC00417262,1992,West,4.017920296437239,-0.968837621910918,-0.2512193965167029
USC00417262,1993,West,3.7020431521050625,0.458300073007198,-0.917842126979771
USC00417262,1994,West,6.96725111480221,-3.618545083436697,-1.277718402651633
USC00417262,1995,West,5.496139553610462,0.2088793543672054,-2.7038512475638115
USC00417262,1996,West,3.475171313543626,-1.7272024226299934,-4.562422699911952
USC00417262,1997,West,3.4040898341993966,-0.5743233329700104,-5.757838184259068
USC00417262,1998,West,5.82345023257016,-3.5945976294953645,-3.3374783293600494
USC00417262,1999,West,5.122179170597498,-1.2989234894908392,-3.803864070816182
USC00417262,2001,West,8.025047948405415,-1.825086030779282,-3.2480846811253556
USC00417262,2002,West,6.619864499908282,-3.9053665055810107,-2.7208494515146455
USC00417262,2003,West,6.115529026168829,-0.7595478880663116,-4.403825912306914
USC00417262,2005,West,3.0233568868076546,1.8982072445161577,-2.7564156651898912
USC00417262,2010,West,0.6945579824295578,-5.03364439111472,-3.594669177453028
USC00417262,2011,West,1.257963136202605,-5.680093936835924,-5.795188639069405
USC00417264,2011,West,-1.3541580889243292,-4.73448549659112,-4.055965399226391
USC00417264,2013,West,-1.1623078577100614,-1.4833711321363232,-1.1499851781720842
USC00417264,2014,West,0.9233085158636953,-2.522165650134575,0.16670105664572077
USC00417300,1980,Central,-4.0603691346209665,-3.431890827950685,0.39503717996607435
USC00417300,1981,Central,-1.6200350247034052,0.10251047538719149,-0.17331142525453203
USC00417300,1982,Central,-3.580706847695488,-2.2029243117067736,0.13981568588800997
USC00417300,1983,Central,-6.675515806418229,1.5251173903914825,-4.03414688571706
USC00417300,1984,Central,-2.6927795106005306,-3.729229144843316,2.989987042722131
USC00417300,1985,Central,-3.4920044793291893,-0.8380182555317788,-3.452909843476995
USC00417300,1986,Central,-0.17932685867048548,-0.5282212342546693,-0.27126359942527145
USC00417300,1987,Central,-4.704393599583806,0.5676859019431433,0.36951044970694724
USC00417300,1989,Central,-11.274254576599102,4.160901175329567,-3.238820319814206
USC00417300,1990,Central,-4.1383084166614985,1.5091707509690764,-2.246029702867805
USC00417300,1991,Central,-6.788795911252727,1.8110881113706014,2.3201875437914623
USC00417300,1992,Central,-3.558578073365851,-0.04184391335642346,1.6829232209305616
USC00417300,1993,Central,-4.1914855422260615,-1.7671398330096864,1.2950942097968579
USC00417300,1994,Central,-1.0879573654502295,-1.998957235835828,1.8038366318811256
USC00417300,1995,Central,-1.2605436323209247,1.4563999961067289,1.0885773949040711
USC00417300,1996,Central,-5.21177687028187,-3.1762805425606224,0.4040638459582375
USC00417300,1997,Central,-4.47909279578538,3.204248101553457,-0.1863869351368166
USC00417300,1998,Central,1.0632597947209774,-2.809395088081523,-2.176034307930639
USC00417300,1999,Central,-3.238948324053176,1.4493573741437515,-0.7654975733202463
USC00417300,2000,Central,-3.3644283904128436,2.299087765419472,-3.2184066096835977
USC00417300,2002,Central,-9.449464627758822,-2.1467520841645396,2.3571610603866233
USC00417300,2003,Central,-9.520251539625825,0.4434118211542639,-0.26934419322030934
USC00417300,2005,Central,-11.323867965895449,4.344443441343536,-0.8571602058221792
USC00417300,2007,Central,-6.106993739580375,0.7437527543339115,-1.0727355250713337
USC00417300,2009,Central,-3.473672781540259,0.599442170495859,-0.051009968100935055
USC00417300,2012,Central,2.1330247549945014,0.6900965136309125,-0.9798696851258555
USC00417300,2013,Central,-2.138884737739808,0.3891133556121886,-2.5056358228284026
USC00417300,2014,Central,-2.7632076382904103,-4.979279142171951,2.6262683580150856
USC00417300,2015,Central,2.065214049249853,-1.6610299598980873,0.85173918748837
